0.429,0.571,0.833,0.857
0.833,0.857,1.143,1.286
0.000,0.143,0.714,0.857
0.714,0.857,1.000,1.143
0.571,0.714,0.714,0.857
0.000,0.143,0.429,0.571
0.429,0.571,0.429,0.571
0.143,0.286,0.714,0.857
0.714,0.857,0.857,1.000
0.714,0.857,0.857,1.000
