3,4,5,6,0
5,6,8,9,0
0,1,5,6,0
5,6,7,8,0
4,5,6,7,0
5,6,8,9,0
3,4,3,4,0
3,4,5,6,0
1,2,5,6,0
5,6,6,7,0
5,6,6,7,0
6,7,6,7,0
6,7,6,7,0
6,7,7,8,0
7,8,7,8,0
7,8,8,9,0
8,9,8,9,0
8,9,9,10,0
9,10,10,11,0
